Store Number,Period,Sales Inc VAT,Sales Ex VAT,Volume,Transactions,CSAT,ASP,Category,Junior Buyer Area,Area,TPNB,Margin,Customer Families,Clubcard Penetration,Avg weekly Customer Frequency,GHS vs Instore,Convenience store names
1,P1,8719.54,6485.25,288,97,94,445.87,Fresh,Breads,Kerry/Limerick,SKU_26,208.38,Zeta,0.28,3.57,InStore,Wilton Store
1,P1,4641.07,3716.45,103,251,76,254.86,Clothing,Snacks,South Dublin,SKU_27,203.3,Roshni,0.53,4.06,InStore,New Store
1,P1,3990.88,2511.16,220,151,96,118.07,Clothing,Frozen Foods,Mid-West,SKU_28,199.03,Zeta,0.81,2.66,InStore,Wilton Store
1,P1,8207.74,2192.81,320,220,89,187.32,Packaged,Berries,Mid-West,SKU_29,150.69,Omega,0.72,3.87,InStore,Arklow Store
1,P1,7958.46,1630.87,320,259,100,346.38,Fresh,Juice,South Dublin,SKU_30,48.24,Wick,0.64,4.01,InStore,Arklow Store
1,P1,9859.87,5040.2,294,53,86,264.96,Packaged,Juice,Mid-West,SKU_31,472.53,Wick,0.56,2.03,GHS,Wexford Store
1,P1,4517.68,1966.91,417,151,77,123.51,Fresh,Dairy,Mid-West,SKU_32,181.77,Zeta,0.27,2.54,GHS,Wexford Store
1,P1,3529.07,4753.11,329,218,71,161.24,Packaged,Juice,Mid-West,SKU_33,375.18,Wick,0.57,2.77,InStore,Wexford Store
1,P1,4301.66,9237.42,462,234,84,483.22,Packaged,Breads,Mid-West,SKU_34,414.38,Wick,0.3,4.18,InStore,Arklow Store
1,P1,3266.1,6845.31,400,267,78,138.29,Packaged,Frozen Foods,Kerry/Limerick,SKU_35,286.4,Zeta,0.31,3.18,InStore,Arklow Store
1,P1,8685.12,4337.16,73,66,90,451.12,Clothing,Breads,Kerry/Limerick,SKU_36,247.03,Roshni,0.81,3.28,InStore,Wexford Store
1,P1,5787.97,3692.84,318,265,79,61.53,Clothing,Juice,South Dublin,SKU_37,10.21,Zeta,0.62,4.49,InStore,Wexford Store
1,P1,6504.46,7119.99,190,126,100,90.16,Packaged,Frozen Foods,Mid-West,SKU_38,321.34,Zeta,0.99,2.39,InStore,Wexford Store
1,P1,5022.66,2313.72,482,44,78,185.66,Fresh,Breads,Mid-West,SKU_39,112.1,Omega,0.91,1.34,InStore,Wilton Store
1,P1,7247.59,4046.45,376,101,89,188.57,Fresh,Frozen Foods,North Dublin,SKU_40,142.51,Omega,0.97,1.78,InStore,Arklow Store
1,P1,1498.54,8230.15,95,91,73,74.5,Packaged,Breads,North Dublin,SKU_41,395.2,Wick,0.61,3.74,InStore,Arklow Store
1,P1,909.54,7544.58,335,78,99,477.53,Clothing,Frozen Foods,Mid-West,SKU_42,71.39,Zeta,0.43,3.21,InStore,Wexford Store
1,P1,970.16,5550.14,185,245,98,147.67,Clothing,Breads,South Dublin,SKU_43,125.46,Omega,0.6,4.27,GHS,New Store
1,P1,8382.0,9419.26,309,196,84,63.65,Fresh,Frozen Foods,North Dublin,SKU_44,104.51,Omega,0.57,4.39,InStore,Arklow Store
1,P1,5264.86,9441.72,297,110,100,64.68,Packaged,Juice,Kerry/Limerick,SKU_45,428.71,Roshni,0.44,1.49,InStore,Wilton Store
1,P1,2328.25,3128.97,418,259,92,131.91,Packaged,Dairy,Kerry/Limerick,SKU_46,90.3,Wick,0.34,4.24,GHS,Wilton Store
1,P1,2191.52,4499.23,57,258,73,139.05,Clothing,Snacks,South Dublin,SKU_47,439.35,Roshni,0.78,2.87,InStore,Wilton Store
1,P1,8786.58,3359.32,439,89,70,172.16,Fresh,Breads,South Dublin,SKU_48,313.27,Roshni,0.92,4.38,GHS,Wexford Store
1,P1,1919.89,3917.87,307,126,93,36.58,Packaged,Beers,Kerry/Limerick,SKU_49,106.49,Zeta,0.42,2.63,GHS,Wilton Store
1,P1,9017.5,4547.29,383,58,75,381.83,Packaged,Beers,South Dublin,SKU_50,295.1,Roshni,0.68,2.39,InStore,Wexford Store
1,P1,2988.72,5791.52,229,150,79,133.6,Clothing,Breads,Kerry/Limerick,SKU_51,264.19,Wick,0.41,3.91,GHS,Wexford Store
1,P1,5407.03,4005.34,493,169,99,310.48,Clothing,Frozen Foods,Kerry/Limerick,SKU_52,453.96,Zeta,0.83,2.96,InStore,New Store
1,P1,1000.84,3222.82,85,230,81,112.26,Clothing,Breads,Kerry/Limerick,SKU_53,60.33,Roshni,0.76,2.16,GHS,New Store
1,P1,9054.31,5741.52,309,78,75,151.5,Fresh,Berries,Mid-West,SKU_54,286.78,Zeta,0.76,1.36,GHS,Wilton Store
1,P1,6822.04,1107.4,443,54,84,85.63,Clothing,Beers,North Dublin,SKU_55,388.36,Roshni,0.55,4.69,GHS,Wilton Store
1,P1,1373.67,3873.68,206,257,80,441.63,Fresh,Breads,South Dublin,SKU_56,352.14,Omega,0.9,1.55,InStore,Arklow Store
1,P1,5833.3,5298.39,255,256,81,12.4,Clothing,Dairy,Mid-West,SKU_57,397.55,Roshni,0.85,0.78,GHS,Wilton Store
1,P1,9370.04,5028.74,367,237,100,160.41,Clothing,Berries,South Dublin,SKU_58,377.24,Roshni,0.96,2.73,InStore,Arklow Store
1,P1,500.04,4607.48,315,278,93,376.71,Clothing,Dairy,South Dublin,SKU_59,110.41,Omega,0.51,0.62,InStore,Wilton Store
1,P1,9653.27,7567.08,469,38,82,464.92,Clothing,Beers,Kerry/Limerick,SKU_60,164.15,Roshni,0.93,4.56,GHS,New Store
1,P1,2811.41,6212.75,117,91,82,312.11,Clothing,Breads,South Dublin,SKU_61,273.55,Omega,0.63,0.99,InStore,New Store
1,P1,4689.05,5331.61,103,262,87,407.17,Packaged,Dairy,Mid-West,SKU_62,482.94,Omega,0.12,4.48,InStore,Wexford Store
1,P1,675.1,605.55,357,247,97,214.61,Packaged,Berries,Mid-West,SKU_63,252.19,Wick,0.68,3.86,GHS,Wilton Store
1,P1,6214.09,4406.36,335,251,76,278.18,Clothing,Juice,Kerry/Limerick,SKU_64,382.32,Wick,0.28,1.3,InStore,New Store
1,P1,6457.47,1193.5,96,93,73,209.88,Packaged,Juice,South Dublin,SKU_65,70.73,Zeta,0.47,3.11,InStore,Arklow Store
1,P1,2482.79,8751.51,336,197,98,233.58,Clothing,Berries,Kerry/Limerick,SKU_66,139.07,Roshni,0.86,4.64,InStore,Wilton Store
1,P1,2115.75,1319.26,276,247,90,41.92,Fresh,Berries,South Dublin,SKU_67,436.47,Zeta,0.37,1.54,InStore,Wilton Store
1,P1,9738.3,4761.36,232,126,70,205.13,Fresh,Frozen Foods,North Dublin,SKU_68,240.67,Zeta,0.45,3.83,GHS,Wilton Store
1,P1,1878.84,7730.77,178,110,88,81.78,Clothing,Breads,South Dublin,SKU_69,449.45,Roshni,0.94,1.21,InStore,Wexford Store
1,P1,4871.55,2833.71,322,103,85,331.29,Packaged,Berries,North Dublin,SKU_70,398.25,Omega,0.92,3.39,InStore,Arklow Store
1,P1,3182.15,5527.61,185,262,73,230.36,Fresh,Beers,Kerry/Limerick,SKU_71,21.39,Roshni,0.4,4.74,GHS,Wexford Store
1,P1,7825.73,7180.59,445,287,86,178.71,Packaged,Breads,Kerry/Limerick,SKU_72,459.4,Omega,0.13,2.8,InStore,Arklow Store
1,P1,6792.96,3631.1,336,114,74,427.35,Fresh,Dairy,South Dublin,SKU_73,310.34,Wick,0.62,1.27,GHS,Wilton Store
1,P1,4144.25,8692.87,287,207,73,60.36,Packaged,Berries,Mid-West,SKU_74,316.43,Zeta,0.81,3.95,InStore,New Store
1,P1,4198.58,6127.29,151,243,72,198.66,Packaged,Beers,Mid-West,SKU_75,475.96,Zeta,0.23,2.11,GHS,Wilton Store
1,P1,5481.65,3782.43,116,192,96,290.81,Packaged,Beers,South Dublin,SKU_76,249.35,Wick,0.95,1.11,GHS,New Store
1,P1,9936.56,4536.54,420,79,96,247.13,Clothing,Frozen Foods,Kerry/Limerick,SKU_77,50.09,Omega,0.37,1.55,GHS,Arklow Store
1,P1,5729.44,9175.28,109,82,90,56.73,Packaged,Frozen Foods,Kerry/Limerick,SKU_78,225.51,Zeta,0.73,3.08,GHS,New Store
1,P1,7633.45,1890.12,379,208,91,107.62,Fresh,Dairy,South Dublin,SKU_79,185.73,Wick,0.15,1.89,GHS,New Store
1,P1,4268.37,4035.68,387,114,78,96.62,Fresh,Snacks,Kerry/Limerick,SKU_80,196.5,Zeta,0.92,1.57,InStore,Wexford Store
1,P1,4226.95,6621.08,209,73,93,214.59,Clothing,Beers,Kerry/Limerick,SKU_81,372.16,Roshni,0.2,2.99,InStore,Wilton Store
1,P1,6106.0,8913.06,82,54,82,359.98,Fresh,Berries,South Dublin,SKU_82,136.23,Zeta,0.9,3.46,InStore,Arklow Store
1,P1,601.7,2059.13,220,190,88,420.39,Clothing,Breads,Mid-West,SKU_83,289.38,Wick,0.55,3.28,InStore,Arklow Store
1,P1,7373.8,4650.58,140,204,93,470.47,Packaged,Dairy,Kerry/Limerick,SKU_84,496.98,Roshni,0.52,3.29,InStore,Wexford Store
1,P1,2480.91,3276.35,220,84,88,147.69,Fresh,Dairy,South Dublin,SKU_85,138.47,Omega,0.31,3.53,InStore,Wilton Store
1,P1,8485.71,5611.0,328,179,86,162.67,Packaged,Berries,South Dublin,SKU_86,484.42,Wick,0.56,1.19,InStore,New Store
1,P1,3104.32,6573.08,488,231,98,345.92,Fresh,Beers,North Dublin,SKU_87,294.91,Wick,0.11,2.25,InStore,Arklow Store
1,P1,2696.48,5406.43,232,102,73,65.47,Clothing,Berries,South Dublin,SKU_88,465.03,Wick,0.83,2.46,InStore,Wexford Store
1,P1,9788.51,4945.02,362,76,95,253.55,Clothing,Frozen Foods,South Dublin,SKU_89,263.72,Roshni,0.19,4.18,GHS,New Store
1,P1,733.76,6130.3,396,158,93,335.7,Clothing,Juice,North Dublin,SKU_90,179.8,Omega,0.93,2.78,InStore,Wexford Store
1,P1,6502.62,5971.21,366,84,71,243.45,Clothing,Juice,South Dublin,SKU_91,465.52,Wick,0.69,2.96,GHS,Wexford Store
1,P1,9762.35,6011.08,398,299,81,272.27,Packaged,Beers,North Dublin,SKU_92,474.41,Zeta,0.23,3.62,InStore,Wilton Store
1,P1,9275.82,5761.63,420,224,86,272.54,Fresh,Beers,North Dublin,SKU_93,163.14,Zeta,0.62,2.22,InStore,Wilton Store
1,P1,8309.95,4261.65,235,69,81,36.88,Packaged,Snacks,South Dublin,SKU_94,93.72,Omega,0.83,3.93,InStore,New Store
1,P1,6791.96,1660.19,75,43,81,244.69,Fresh,Frozen Foods,South Dublin,SKU_95,248.6,Wick,0.26,0.76,InStore,New Store
1,P1,7878.76,2845.74,274,178,88,394.23,Packaged,Breads,Mid-West,SKU_96,362.9,Wick,0.64,3.23,InStore,Wilton Store
1,P1,1923.93,6977.56,355,53,95,19.89,Clothing,Beers,South Dublin,SKU_97,23.91,Zeta,0.76,2.72,InStore,Wilton Store
1,P1,814.03,7539.94,182,253,85,475.36,Clothing,Frozen Foods,North Dublin,SKU_98,318.76,Wick,0.79,1.08,InStore,Arklow Store
1,P1,7332.46,7141.98,87,119,83,294.83,Packaged,Dairy,Mid-West,SKU_99,68.28,Roshni,0.49,4.24,InStore,Arklow Store
1,P1,7277.38,6394.02,442,79,86,342.92,Packaged,Snacks,South Dublin,SKU_100,194.78,Omega,0.92,3.63,InStore,Wexford Store
1,P2,6849.41,3266.29,439,131,76,106.02,Packaged,Dairy,Mid-West,SKU_1,14.32,Omega,0.13,2.24,GHS,Arklow Store
1,P2,6290.74,4701.44,361,297,82,158.8,Clothing,Juice,Kerry/Limerick,SKU_2,42.26,Roshni,0.4,1.07,GHS,Wexford Store
1,P2,8902.53,5046.68,295,82,83,239.29,Clothing,Snacks,Kerry/Limerick,SKU_3,485.82,Zeta,0.28,0.67,InStore,Wilton Store
1,P2,7469.98,6348.75,180,299,99,20.68,Packaged,Snacks,Kerry/Limerick,SKU_4,179.75,Roshni,0.75,4.56,InStore,Arklow Store
1,P2,7694.09,6358.61,154,294,87,188.91,Clothing,Breads,North Dublin,SKU_5,101.5,Roshni,0.94,3.02,InStore,Wilton Store
1,P2,8063.2,4923.74,349,152,77,417.03,Packaged,Frozen Foods,Mid-West,SKU_6,33.29,Omega,0.87,4.41,InStore,Wexford Store
1,P2,1390.43,9381.52,357,167,78,101.08,Clothing,Beers,Mid-West,SKU_7,207.59,Omega,0.78,3.72,GHS,New Store
1,P2,4304.9,2097.21,210,129,70,314.69,Clothing,Juice,Mid-West,SKU_8,309.73,Wick,0.48,0.86,InStore,New Store
1,P2,9992.17,3084.49,437,158,78,128.64,Clothing,Berries,North Dublin,SKU_9,223.29,Roshni,0.45,1.52,GHS,Arklow Store
1,P2,8274.66,1755.89,380,160,90,429.13,Clothing,Breads,Kerry/Limerick,SKU_10,419.96,Omega,0.45,2.99,InStore,New Store
1,P2,7910.9,5096.45,458,212,75,107.76,Clothing,Snacks,South Dublin,SKU_11,235.13,Roshni,0.88,1.98,InStore,Wilton Store
1,P2,9240.23,3429.71,110,87,88,469.23,Fresh,Juice,Kerry/Limerick,SKU_12,493.01,Wick,0.51,3.35,GHS,Arklow Store
1,P2,1641.14,2631.66,86,150,93,480.49,Fresh,Frozen Foods,North Dublin,SKU_13,63.17,Zeta,0.17,1.44,GHS,New Store
1,P2,7514.31,1825.49,373,49,83,283.14,Packaged,Breads,Mid-West,SKU_14,486.22,Roshni,0.69,0.54,InStore,Wilton Store
1,P2,3462.97,4683.52,268,180,80,365.93,Fresh,Berries,Mid-West,SKU_15,82.17,Roshni,0.67,2.66,GHS,Wexford Store
1,P2,6546.89,2482.37,377,53,93,270.75,Packaged,Berries,North Dublin,SKU_16,331.51,Zeta,0.61,1.18,GHS,New Store
1,P2,7236.13,8093.77,61,191,93,111.38,Clothing,Berries,North Dublin,SKU_17,420.69,Roshni,0.75,0.81,InStore,Wexford Store
1,P2,3454.13,4633.49,51,102,79,227.27,Clothing,Frozen Foods,Kerry/Limerick,SKU_18,223.8,Omega,0.73,2.33,GHS,Wilton Store
1,P2,4064.5,9247.43,270,224,82,149.31,Fresh,Breads,Mid-West,SKU_19,93.6,Omega,0.65,0.52,InStore,New Store
1,P2,8123.28,2052.63,210,49,80,16.76,Fresh,Breads,Kerry/Limerick,SKU_20,285.18,Roshni,0.98,0.99,GHS,New Store
1,P2,4756.35,9012.52,233,234,97,186.76,Packaged,Berries,Mid-West,SKU_21,356.59,Omega,0.99,2.82,InStore,Wilton Store
1,P2,6798.25,4153.9,173,271,75,248.26,Fresh,Snacks,Kerry/Limerick,SKU_22,287.91,Wick,0.34,4.67,GHS,New Store
1,P2,7564.43,875.41,315,75,82,85.09,Clothing,Beers,North Dublin,SKU_23,175.23,Zeta,0.42,3.65,InStore,New Store
1,P2,752.16,5094.96,134,56,97,87.91,Packaged,Snacks,South Dublin,SKU_24,468.87,Roshni,0.99,0.75,InStore,Wilton Store
1,P2,9802.37,5701.5,238,259,100,477.5,Clothing,Beers,Mid-West,SKU_25,498.21,Omega,0.71,0.8,GHS,New Store
1,P2,6728.24,8260.17,399,154,92,18.02,Packaged,Breads,North Dublin,SKU_26,143.72,Zeta,0.97,4.81,GHS,Arklow Store
1,P2,3084.04,730.78,97,59,74,406.19,Clothing,Juice,North Dublin,SKU_27,440.99,Zeta,0.13,2.71,InStore,Wexford Store
1,P2,8960.57,6961.68,124,196,79,390.85,Clothing,Juice,South Dublin,SKU_28,201.74,Wick,0.27,4.71,GHS,New Store
1,P2,524.07,2515.77,437,112,79,323.15,Clothing,Dairy,Mid-West,SKU_29,401.58,Roshni,0.7,3.94,InStore,New Store
1,P2,3884.56,8893.48,125,156,76,14.53,Packaged,Dairy,Kerry/Limerick,SKU_30,223.12,Wick,0.39,2.5,GHS,Wexford Store
1,P2,6605.12,1868.06,60,65,100,65.24,Clothing,Snacks,Mid-West,SKU_31,317.64,Zeta,0.97,4.2,GHS,Arklow Store
1,P2,1493.33,4261.53,72,291,77,383.28,Fresh,Berries,Kerry/Limerick,SKU_32,64.08,Zeta,0.27,4.39,GHS,Wilton Store
1,P2,3283.6,1489.73,492,192,78,303.79,Packaged,Berries,Kerry/Limerick,SKU_33,380.26,Wick,0.72,4.92,GHS,Wexford Store
1,P2,2186.36,4233.04,370,253,86,10.85,Packaged,Snacks,Mid-West,SKU_34,104.53,Omega,0.2,3.33,InStore,Wilton Store
1,P2,7759.87,8560.78,98,143,79,418.14,Clothing,Beers,Kerry/Limerick,SKU_35,172.79,Wick,0.51,3.92,InStore,Wexford Store
1,P2,1770.0,4004.4,378,124,82,45.0,Packaged,Berries,North Dublin,SKU_36,269.62,Roshni,0.47,2.47,InStore,New Store
1,P2,5577.24,3900.25,494,165,70,179.24,Fresh,Dairy,Kerry/Limerick,SKU_37,235.39,Roshni,0.58,3.6,GHS,New Store
1,P2,2910.89,3959.94,199,175,100,318.63,Clothing,Breads,North Dublin,SKU_38,202.87,Wick,1.0,4.93,GHS,Wexford Store
1,P2,5192.28,8017.48,323,61,82,426.03,Fresh,Snacks,Kerry/Limerick,SKU_39,72.1,Roshni,0.78,3.06,InStore,Wexford Store
1,P2,2963.35,8849.18,266,246,79,192.67,Packaged,Dairy,Kerry/Limerick,SKU_40,404.98,Zeta,0.34,4.98,GHS,Wilton Store
1,P2,4619.1,920.04,410,81,72,434.16,Clothing,Berries,South Dublin,SKU_41,40.07,Roshni,0.55,0.99,InStore,New Store
1,P2,4009.46,5930.05,472,95,73,88.2,Clothing,Dairy,Mid-West,SKU_42,360.45,Wick,0.73,3.93,InStore,New Store
1,P2,1099.4,2627.71,363,110,82,448.92,Fresh,Beers,Mid-West,SKU_43,96.58,Wick,0.75,3.76,InStore,Wexford Store
1,P2,8900.13,428.26,368,222,98,160.35,Packaged,Beers,Mid-West,SKU_44,159.46,Wick,0.53,1.27,InStore,New Store
1,P2,3710.2,3096.76,174,291,98,267.01,Fresh,Berries,South Dublin,SKU_45,48.98,Wick,0.32,2.1,GHS,Arklow Store
1,P2,7258.05,8857.08,142,166,90,234.39,Packaged,Beers,Mid-West,SKU_46,361.21,Roshni,0.38,4.52,InStore,Wilton Store
1,P2,2167.96,9008.26,82,188,72,145.81,Fresh,Berries,Kerry/Limerick,SKU_47,97.8,Wick,0.63,3.39,InStore,Wexford Store
1,P2,7900.82,9105.75,124,233,97,106.11,Fresh,Juice,North Dublin,SKU_48,323.2,Wick,0.75,1.83,GHS,Arklow Store
1,P2,7892.88,4290.88,196,36,89,58.16,Packaged,Beers,Mid-West,SKU_49,246.77,Wick,0.6,1.92,InStore,Arklow Store
1,P2,754.35,6267.69,176,208,95,441.08,Clothing,Snacks,North Dublin,SKU_50,115.1,Roshni,0.48,4.05,GHS,Arklow Store
1,P2,7936.52,2994.15,108,200,79,211.67,Packaged,Breads,South Dublin,SKU_51,185.01,Wick,0.92,4.72,InStore,Arklow Store
1,P2,9753.84,4334.17,272,266,87,215.33,Fresh,Dairy,North Dublin,SKU_52,368.94,Roshni,0.39,4.31,GHS,Wilton Store
1,P2,3400.46,8480.77,474,196,71,396.01,Clothing,Dairy,North Dublin,SKU_53,194.8,Wick,0.72,1.49,InStore,Arklow Store
1,P2,6590.26,4636.84,94,81,96,443.27,Fresh,Juice,North Dublin,SKU_54,412.24,Roshni,0.52,4.58,InStore,Arklow Store
1,P2,7136.84,2203.57,393,258,81,22.55,Clothing,Frozen Foods,North Dublin,SKU_55,378.95,Zeta,0.52,1.24,GHS,Wexford Store
1,P2,2854.02,1232.82,431,249,90,343.63,Packaged,Breads,South Dublin,SKU_56,472.07,Zeta,0.44,2.81,InStore,Wilton Store
1,P2,8417.51,4652.96,381,208,100,12.04,Fresh,Dairy,Kerry/Limerick,SKU_57,171.07,Roshni,0.28,3.78,InStore,Wexford Store
1,P2,1052.34,5856.91,468,119,97,385.86,Fresh,Dairy,Kerry/Limerick,SKU_58,294.24,Wick,0.81,0.53,InStore,Arklow Store
1,P2,3286.16,3277.25,436,234,92,468.6,Clothing,Frozen Foods,South Dublin,SKU_59,193.02,Omega,0.39,2.01,GHS,Wilton Store
1,P2,2934.03,4444.11,431,50,92,260.05,Clothing,Juice,Mid-West,SKU_60,454.62,Omega,0.72,4.69,GHS,Wilton Store
1,P2,1155.6,1996.2,418,60,98,14.25,Packaged,Dairy,Mid-West,SKU_61,81.02,Omega,0.33,4.51,InStore,New Store
1,P2,2698.42,5090.96,267,282,85,184.68,Fresh,Frozen Foods,Kerry/Limerick,SKU_62,113.68,Zeta,0.37,1.67,GHS,Wilton Store
1,P2,3464.83,6758.01,333,144,96,134.84,Fresh,Juice,South Dublin,SKU_63,238.3,Wick,0.53,2.64,GHS,Wexford Store
1,P2,9999.86,4284.73,130,184,96,45.25,Clothing,Berries,South Dublin,SKU_64,179.53,Omega,0.72,1.02,InStore,Arklow Store
1,P2,2588.79,7548.86,315,118,75,316.97,Clothing,Snacks,South Dublin,SKU_65,167.01,Zeta,0.81,1.29,GHS,Arklow Store
1,P2,9782.0,1207.03,207,162,88,490.87,Packaged,Berries,North Dublin,SKU_66,220.63,Roshni,0.71,4.95,InStore,Arklow Store
1,P2,5354.42,3859.99,500,125,73,46.69,Fresh,Beers,North Dublin,SKU_67,18.56,Roshni,0.84,2.23,InStore,Wexford Store
1,P2,6579.84,4032.25,358,210,74,141.27,Clothing,Dairy,North Dublin,SKU_68,100.11,Omega,0.26,4.89,GHS,Arklow Store
1,P2,2204.45,9414.2,492,257,81,23.18,Clothing,Frozen Foods,North Dublin,SKU_69,154.48,Zeta,0.68,1.32,InStore,New Store
1,P2,8746.73,4674.28,207,70,85,101.2,Clothing,Juice,South Dublin,SKU_70,91.18,Zeta,0.18,0.76,InStore,Arklow Store
1,P2,8764.15,4450.33,341,270,77,156.68,Clothing,Berries,Mid-West,SKU_71,353.43,Zeta,0.62,4.63,InStore,New Store
1,P2,4494.02,4937.16,179,57,85,288.1,Clothing,Juice,Mid-West,SKU_72,259.98,Wick,0.78,2.84,InStore,New Store
1,P2,5108.55,3212.67,138,180,77,43.09,Packaged,Dairy,South Dublin,SKU_73,16.61,Omega,0.57,2.58,GHS,Arklow Store
1,P2,7775.06,4926.91,96,182,75,220.51,Packaged,Juice,North Dublin,SKU_74,41.19,Zeta,0.49,2.41,GHS,Wexford Store
1,P2,9827.34,8632.22,221,159,95,425.55,Fresh,Juice,Kerry/Limerick,SKU_75,31.38,Roshni,0.42,1.85,GHS,New Store
1,P2,3938.59,6883.52,175,148,94,187.81,Clothing,Frozen Foods,South Dublin,SKU_76,355.25,Roshni,0.86,0.71,InStore,New Store
1,P2,5257.54,8416.12,306,160,75,470.49,Packaged,Juice,Kerry/Limerick,SKU_77,16.29,Roshni,0.91,2.99,InStore,Arklow Store
1,P2,2205.87,6027.66,83,100,97,184.47,Clothing,Beers,South Dublin,SKU_78,361.98,Omega,0.43,2.03,GHS,New Store
1,P2,9656.51,6169.65,77,231,84,115.54,Clothing,Berries,South Dublin,SKU_79,487.39,Omega,0.7,1.03,InStore,New Store
1,P2,1791.72,7820.46,109,255,79,105.73,Fresh,Breads,Kerry/Limerick,SKU_80,247.57,Zeta,0.37,2.85,InStore,New Store
1,P2,744.63,2918.94,271,198,84,48.81,Packaged,Beers,South Dublin,SKU_81,496.03,Zeta,0.36,1.1,InStore,Wilton Store
1,P2,4938.05,8454.46,340,231,86,256.75,Fresh,Beers,Mid-West,SKU_82,356.57,Wick,0.21,1.46,InStore,Arklow Store
1,P2,9542.51,5189.56,316,236,94,288.3,Fresh,Frozen Foods,Mid-West,SKU_83,435.09,Zeta,0.22,1.73,InStore,Arklow Store
1,P2,2765.01,1235.45,181,101,82,493.89,Fresh,Snacks,South Dublin,SKU_84,423.64,Wick,0.48,4.74,InStore,New Store
